x_pos,y_pos
1000.0,1340.0
23.25581395348837,1980.0
1976.7441860465115,1980.0
1418.6046511627906,1980.0
1000.0,1020.0
1000.0,660.0
1837.2093023255813,1980.0
1279.0697674418604,1980.0
1000.0,1420.0
1000.0,1060.0
1000.0,700.0
720.9302325581396,1980.0
302.3255813953488,1980.0
1000.0,1140.0
1000.0,780.0
1000.0,1500.0
860.4651162790697,1980.0
1697.674418604651,1980.0
162.7906976744186,1980.0
1000.0,1220.0
1000.0,860.0
1000.0,500.0
441.86046511627904,1980.0
1139.53488372093,1980.0
1558.139534883721,1980.0
1000.0,1980.0
1000.0,1300.0
1000.0,940.0
1000.0,580.0
581.3953488372092,1980.0
