x_pos,y_pos
1000.0000000000001,1260.0
1133.3333333333335,20.0
733.3333333333334,20.0
1000.0000000000001,500.0
1666.6666666666667,20.0
1000.0000000000001,820.0
1000.0000000000001,1180.0
1533.3333333333335,20.0
1000.0000000000001,1500.0
1000.0000000000001,740.0
1933.3333333333335,20.0
466.6666666666667,20.0
1000.0000000000001,1060.0
66.66666666666667,20.0
1000.0000000000001,1380.0
866.6666666666667,20.0
1000.0000000000001,620.0
333.33333333333337,20.0
1000.0000000000001,940.0
1266.6666666666667,20.0
