x_pos,y_pos
866.6666666666667,1740.0
1133.3333333333335,1860.0
733.3333333333334,1860.0
733.3333333333334,1500.0
1666.6666666666667,1860.0
466.6666666666667,1980.0
333.33333333333337,1740.0
1933.3333333333335,1980.0
466.6666666666667,1620.0
1933.3333333333335,1620.0
1666.6666666666667,1500.0
66.66666666666667,1980.0
66.66666666666667,1620.0
1266.6666666666667,1740.0
1533.3333333333335,1860.0
1533.3333333333335,1500.0
866.6666666666667,1980.0
866.6666666666667,1620.0
1133.3333333333335,1740.0
733.3333333333334,1740.0
1666.6666666666667,1740.0
333.33333333333337,1980.0
466.6666666666667,1860.0
1933.3333333333335,1860.0
333.33333333333337,1620.0
466.6666666666667,1500.0
1933.3333333333335,1500.0
66.66666666666667,1860.0
66.66666666666667,1500.0
1266.6666666666667,1980.0
1266.6666666666667,1620.0
1533.3333333333335,1740.0
1266.6666666666667,1860.0
866.6666666666667,1860.0
866.6666666666667,1500.0
1133.3333333333335,1980.0
1133.3333333333335,1620.0
733.3333333333334,1980.0
733.3333333333334,1620.0
1666.6666666666667,1980.0
333.33333333333337,1860.0
466.6666666666667,1740.0
1933.3333333333335,1740.0
1666.6666666666667,1620.0
333.33333333333337,1500.0
1533.3333333333335,1980.0
66.66666666666667,1740.0
1533.3333333333335,1620.0
1266.6666666666667,1500.0
1133.3333333333335,1500.0
