x_pos,y_pos
69.76744186046511,20.0
69.76744186046511,380.0
906.9767441860465,20.0
906.9767441860465,380.0
1418.6046511627906,140.0
348.83720930232556,260.0
1418.6046511627906,500.0
1837.2093023255813,140.0
1837.2093023255813,500.0
1279.0697674418604,140.0
1279.0697674418604,500.0
627.9069767441861,140.0
627.9069767441861,500.0
767.4418604651162,140.0
488.3720930232558,20.0
488.3720930232558,380.0
767.4418604651162,500.0
1046.5116279069766,20.0
1046.5116279069766,380.0
1697.674418604651,20.0
209.30232558139534,140.0
1139.53488372093,20.0
1139.53488372093,380.0
1697.674418604651,380.0
209.30232558139534,500.0
1976.7441860465115,260.0
906.9767441860465,500.0
1558.139534883721,20.0
1558.139534883721,380.0
69.76744186046511,140.0
906.9767441860465,140.0
1418.6046511627906,260.0
69.76744186046511,500.0
1976.7441860465115,140.0
348.83720930232556,20.0
627.9069767441861,260.0
1837.2093023255813,260.0
348.83720930232556,380.0
1279.0697674418604,260.0
767.4418604651162,260.0
488.3720930232558,140.0
488.3720930232558,500.0
1046.5116279069766,140.0
1046.5116279069766,500.0
1697.674418604651,140.0
209.30232558139534,260.0
1139.53488372093,140.0
1139.53488372093,500.0
1697.674418604651,500.0
1976.7441860465115,20.0
1976.7441860465115,380.0
69.76744186046511,260.0
1558.139534883721,140.0
906.9767441860465,260.0
1558.139534883721,500.0
1837.2093023255813,20.0
1418.6046511627906,20.0
1418.6046511627906,380.0
1837.2093023255813,380.0
1139.53488372093,260.0
348.83720930232556,140.0
627.9069767441861,20.0
627.9069767441861,380.0
348.83720930232556,500.0
1279.0697674418604,20.0
1279.0697674418604,380.0
767.4418604651162,20.0
767.4418604651162,380.0
1046.5116279069766,260.0
488.3720930232558,260.0
1697.674418604651,260.0
209.30232558139534,20.0
209.30232558139534,380.0
1558.139534883721,260.0
1976.7441860465115,500.0
