x_pos,y_pos
1133.3333333333335,1860.0
733.3333333333334,1860.0
733.3333333333334,1500.0
1000.0000000000001,1620.0
1000.0000000000001,1980.0
600.0,1980.0
600.0,1620.0
333.33333333333337,1740.0
1933.3333333333335,1980.0
1933.3333333333335,1620.0
200.0,1860.0
200.0,1500.0
1400.0,1740.0
1533.3333333333335,1860.0
1533.3333333333335,1500.0
1800.0000000000002,1980.0
1800.0000000000002,1620.0
1133.3333333333335,1740.0
733.3333333333334,1740.0
1000.0000000000001,1860.0
1000.0000000000001,1500.0
600.0,1860.0
600.0,1500.0
333.33333333333337,1980.0
333.33333333333337,1620.0
1933.3333333333335,1860.0
1933.3333333333335,1500.0
1400.0,1860.0
200.0,1740.0
1400.0,1980.0
1400.0,1620.0
1533.3333333333335,1740.0
1800.0000000000002,1860.0
1800.0000000000002,1500.0
1133.3333333333335,1980.0
1133.3333333333335,1620.0
733.3333333333334,1980.0
733.3333333333334,1620.0
1000.0000000000001,1740.0
600.0,1740.0
333.33333333333337,1860.0
333.33333333333337,1500.0
1933.3333333333335,1740.0
200.0,1980.0
200.0,1620.0
1533.3333333333335,1980.0
1533.3333333333335,1620.0
1800.0000000000002,1740.0
1400.0,1500.0
1133.3333333333335,1500.0
